14:00:20:265 -> Mic0:  0.164 Mic1:  0.281 Mic2:  0.200 Mic3:  0.106
14:00:20:367 -> Mic0:  0.213 Mic1:  0.153 Mic2:  0.194 Mic3:  0.143
14:00:20:467 -> Mic0:  0.188 Mic1:  0.200 Mic2:  0.175 Mic3:  0.130
14:00:20:572 -> Mic0:  0.193 Mic1:  0.126 Mic2:  0.123 Mic3:  0.121
14:00:20:678 -> Mic0:  0.165 Mic1:  0.159 Mic2:  0.180 Mic3:  0.117
14:00:20:774 -> Mic0:  0.187 Mic1:  0.185 Mic2:  0.169 Mic3:  0.117
14:00:20:878 -> Mic0:  0.167 Mic1:  0.214 Mic2:  0.165 Mic3:  0.109
14:00:20:980 -> Mic0:  0.203 Mic1:  0.148 Mic2:  0.128 Mic3:  0.150
14:00:21:080 -> Mic0:  0.171 Mic1:  0.104 Mic2:  0.190 Mic3:  0.123
14:00:21:180 -> Mic0:  0.190 Mic1:  0.133 Mic2:  0.180 Mic3:  0.134
14:00:21:280 -> Mic0:  0.116 Mic1:  0.174 Mic2:  0.140 Mic3:  0.122
14:00:21:385 -> Mic0:  0.182 Mic1:  0.180 Mic2:  0.171 Mic3:  0.101
14:00:21:487 -> Mic0:  0.265 Mic1:  0.191 Mic2:  0.233 Mic3:  0.198
14:00:21:586 -> Mic0:  0.190 Mic1:  0.100 Mic2:  0.159 Mic3:  0.112
14:00:21:691 -> Mic0:  0.224 Mic1:  0.109 Mic2:  0.152 Mic3:  0.137
14:00:21:793 -> Mic0:  0.160 Mic1:  0.142 Mic2:  0.153 Mic3:  0.117
14:00:21:893 -> Mic0:  0.170 Mic1:  0.156 Mic2:  0.218 Mic3:  0.109
14:00:21:998 -> Mic0:  0.171 Mic1:  0.133 Mic2:  0.264 Mic3:  0.135
14:00:22:100 -> Mic0:  0.181 Mic1:  0.143 Mic2:  0.153 Mic3:  0.101
14:00:22:199 -> Mic0:  0.141 Mic1:  0.160 Mic2:  0.173 Mic3:  0.147
14:00:22:299 -> Mic0:  0.185 Mic1:  0.155 Mic2:  0.233 Mic3:  0.139
14:00:22:399 -> Mic0:  0.203 Mic1:  0.153 Mic2:  0.186 Mic3:  0.134
14:00:22:504 -> Mic0:  0.447 Mic1:  2.503 Mic2:  0.115 Mic3:  0.113
14:00:22:606 -> Mic0:  0.201 Mic1:  0.110 Mic2:  0.166 Mic3:  0.112
14:00:22:705 -> Mic0:  0.172 Mic1:  0.110 Mic2:  0.174 Mic3:  0.150
14:00:22:810 -> Mic0:  0.179 Mic1:  0.164 Mic2:  0.229 Mic3:  0.143
14:00:22:912 -> Mic0:  0.148 Mic1:  0.241 Mic2:  0.155 Mic3:  0.102
14:00:23:012 -> Mic0:  0.169 Mic1:  0.131 Mic2:  0.166 Mic3:  0.158
14:00:23:117 -> Mic0:  0.224 Mic1:  0.139 Mic2:  0.187 Mic3:  0.111
14:00:23:219 -> Mic0:  0.220 Mic1:  0.161 Mic2:  0.208 Mic3:  0.151
14:00:23:318 -> Mic0:  0.174 Mic1:  0.150 Mic2:  0.171 Mic3:  0.146
14:00:23:418 -> Mic0:  0.200 Mic1:  0.240 Mic2:  0.193 Mic3:  0.165
14:00:23:518 -> Mic0:  0.158 Mic1:  0.121 Mic2:  0.154 Mic3:  0.132
14:00:23:623 -> Mic0:  0.053 Mic1:  0.149 Mic2:  0.168 Mic3:  0.109
14:00:23:724 -> Mic0:  0.135 Mic1:  0.154 Mic2:  0.213 Mic3:  0.136
14:00:23:824 -> Mic0:  0.120 Mic1:  0.105 Mic2:  0.215 Mic3:  0.116
14:00:23:929 -> Mic0:  0.283 Mic1:  0.360 Mic2:  0.313 Mic3:  0.187
14:00:24:031 -> Mic0:  0.165 Mic1:  0.128 Mic2:  0.240 Mic3:  0.182
14:00:24:131 -> Mic0:  0.120 Mic1:  0.176 Mic2:  0.180 Mic3:  0.164
14:00:24:235 -> Mic0:  0.188 Mic1:  0.132 Mic2:  0.154 Mic3:  0.154
14:00:24:337 -> Mic0:  0.140 Mic1:  0.188 Mic2:  0.153 Mic3:  0.156
14:00:24:437 -> Mic0:  0.205 Mic1:  0.195 Mic2:  0.177 Mic3:  0.141
14:00:24:536 -> Mic0:  0.246 Mic1:  0.435 Mic2:  0.373 Mic3:  0.221
14:00:24:637 -> Mic0:  0.204 Mic1:  0.234 Mic2:  0.211 Mic3:  0.099
14:00:24:741 -> Mic0:  0.182 Mic1:  0.241 Mic2:  0.186 Mic3:  0.114
14:00:24:843 -> Mic0:  0.169 Mic1:  0.177 Mic2:  0.146 Mic3:  0.123
14:00:24:943 -> Mic0:  0.195 Mic1:  0.101 Mic2:  0.157 Mic3:  0.141
14:00:25:048 -> Mic0:  0.132 Mic1:  0.129 Mic2:  0.192 Mic3:  0.131
14:00:25:150 -> Mic0:  0.216 Mic1:  0.174 Mic2:  0.137 Mic3:  0.182
14:00:25:250 -> Mic0:  0.152 Mic1:  0.149 Mic2:  0.146 Mic3:  0.141
14:00:25:355 -> Mic0:  0.228 Mic1:  0.220 Mic2:  0.159 Mic3:  0.179
14:00:25:457 -> Mic0:  0.175 Mic1:  0.121 Mic2:  0.197 Mic3:  0.097
14:00:25:557 -> Mic0:  0.179 Mic1:  0.095 Mic2:  0.206 Mic3:  0.145
14:00:25:657 -> Mic0:  0.135 Mic1:  0.244 Mic2:  0.175 Mic3:  0.142
14:00:25:756 -> Mic0:  0.154 Mic1:  0.241 Mic2:  0.167 Mic3:  0.136
14:00:25:861 -> Mic0:  0.142 Mic1:  0.100 Mic2:  0.140 Mic3:  0.145
14:00:25:963 -> Mic0:  0.213 Mic1:  0.117 Mic2:  0.174 Mic3:  0.140
14:00:26:062 -> Mic0:  0.177 Mic1:  0.183 Mic2:  0.243 Mic3:  0.158
14:00:26:167 -> Mic0:  0.144 Mic1:  0.103 Mic2:  0.113 Mic3:  0.123
14:00:26:270 -> Mic0:  0.167 Mic1:  0.133 Mic2:  0.176 Mic3:  0.217
14:00:26:370 -> Mic0:  0.146 Mic1:  0.202 Mic2:  0.161 Mic3:  0.146
14:00:26:474 -> Mic0:  0.146 Mic1:  0.177 Mic2:  0.148 Mic3:  0.138
14:00:26:576 -> Mic0:  0.211 Mic1:  0.133 Mic2:  0.164 Mic3:  0.203
